StartTime, StopTime, SensorID, DetectorId, TypeEstimation, Confidence, Status
07-Dec-2014 14:49:08,07-Dec-2014 14:50:36,SmartPhone,AudioSoundDetector,shower_usage,1.000000,1
07-Dec-2014 14:49:59,07-Dec-2014 14:49:59,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
07-Dec-2014 14:49:59,07-Dec-2014 14:49:59,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
07-Dec-2014 14:50:00,07-Dec-2014 14:50:03,SmartPhone,AudioSoundDetector,basin_usage,1.000000,1
07-Dec-2014 14:50:03,07-Dec-2014 14:50:07,SmartPhone,AudioSoundDetector,basin_usage,1.000000,1
07-Dec-2014 14:50:28,07-Dec-2014 14:50:32,SmartPhone,AudioSoundDetector,basin_usage,1.000000,1
07-Dec-2014 14:50:32,07-Dec-2014 14:50:39,SmartPhone,AudioSoundDetector,basin_usage,1.000000,1
07-Dec-2014 14:50:52,07-Dec-2014 14:50:52,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:50:52,07-Dec-2014 14:50:52,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:50:54,07-Dec-2014 14:50:54,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
07-Dec-2014 14:50:54,07-Dec-2014 14:50:54,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
07-Dec-2014 14:51:09,07-Dec-2014 14:51:13,SmartPhone,AudioSoundDetector,tooth_brushing,1.000000,1
07-Dec-2014 14:51:14,07-Dec-2014 14:51:59,605,LocationDetector,person_next_to_shower,0.714286,1
07-Dec-2014 14:51:15,07-Dec-2014 14:51:19,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:19,07-Dec-2014 14:51:19,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:19,07-Dec-2014 14:51:29,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:20,07-Dec-2014 14:51:21,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:24,07-Dec-2014 14:51:27,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:28,07-Dec-2014 14:51:33,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:35,07-Dec-2014 14:51:38,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:39,07-Dec-2014 14:51:39,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:39,07-Dec-2014 14:51:53,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:40,07-Dec-2014 14:51:42,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:43,07-Dec-2014 14:51:44,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:45,07-Dec-2014 14:51:46,605,LocationDetector,person_in_bathroom,1.000000,1
07-Dec-2014 14:51:47,07-Dec-2014 14:51:53,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:07:20,08-Dec-2014 08:07:43,605,LocationDetector,person_next_to_sink,0.600000,1
08-Dec-2014 08:07:43,08-Dec-2014 08:07:51,605,LocationDetector,person_next_to_shower,0.714286,1
08-Dec-2014 08:07:43,08-Dec-2014 08:07:48,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:07:46,08-Dec-2014 08:07:46,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:07:46,08-Dec-2014 08:07:46,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:07:49,08-Dec-2014 08:07:50,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:08:41,08-Dec-2014 08:08:41,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:08:41,08-Dec-2014 08:08:41,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:09:36,08-Dec-2014 08:09:36,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:09:36,08-Dec-2014 08:09:36,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:10:31,08-Dec-2014 08:10:31,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:10:31,08-Dec-2014 08:10:31,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:11:14,08-Dec-2014 08:11:14,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:11:14,08-Dec-2014 08:11:14,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:12:09,08-Dec-2014 08:12:09,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:12:09,08-Dec-2014 08:12:09,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
08-Dec-2014 08:13:03,08-Dec-2014 08:14:03,605,LocationDetector,person_next_to_shower,0.571429,1
08-Dec-2014 08:13:05,08-Dec-2014 08:13:08,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:08,08-Dec-2014 08:13:08,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:08,08-Dec-2014 08:13:08,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:09,08-Dec-2014 08:13:11,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:12,08-Dec-2014 08:13:14,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:16,08-Dec-2014 08:13:18,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:24,08-Dec-2014 08:13:26,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:28,08-Dec-2014 08:13:28,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:30,08-Dec-2014 08:13:30,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:30,08-Dec-2014 08:13:41,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:30,08-Dec-2014 08:13:31,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:32,08-Dec-2014 08:13:34,605,LocationDetector,person_in_bathroom,1.000000,1
08-Dec-2014 08:13:38,08-Dec-2014 08:13:40,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:26:13,12-Dec-2014 11:26:21,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:26:16,12-Dec-2014 11:26:25,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:26:18,12-Dec-2014 11:26:25,605,LocationDetector,person_next_to_shower,0.571429,1
12-Dec-2014 11:26:30,12-Dec-2014 11:26:31,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:31:25,12-Dec-2014 11:31:25,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:20,12-Dec-2014 11:32:20,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:27,12-Dec-2014 11:33:24,605,LocationDetector,person_next_to_shower,0.857143,1
12-Dec-2014 11:32:27,12-Dec-2014 11:32:32,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:33,12-Dec-2014 11:32:35,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:36,12-Dec-2014 11:32:38,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:39,12-Dec-2014 11:32:40,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:40,12-Dec-2014 11:32:41,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:41,12-Dec-2014 11:32:43,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:44,12-Dec-2014 11:32:45,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:46,12-Dec-2014 11:32:51,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:51,12-Dec-2014 11:33:01,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:53,12-Dec-2014 11:32:56,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:32:57,12-Dec-2014 11:33:02,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:07,12-Dec-2014 11:33:07,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:08,12-Dec-2014 11:33:11,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:09,12-Dec-2014 11:33:22,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:33:12,12-Dec-2014 11:34:06,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:12,12-Dec-2014 11:33:17,605,LocationDetector,person_next_to_sink,0.400000,1
12-Dec-2014 11:33:14,12-Dec-2014 11:33:28,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:22,12-Dec-2014 11:33:35,SmartPhone,AudioSoundDetector,water_running_in_sink,1.000000,1
12-Dec-2014 11:33:23,12-Dec-2014 11:34:00,605,LocationDetector,person_next_to_sink,1.000000,1
12-Dec-2014 11:33:26,12-Dec-2014 11:33:26,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:33:28,12-Dec-2014 11:34:06,605,LocationDetector,person_lying_on_floor,0.411765,1
12-Dec-2014 11:33:38,12-Dec-2014 11:33:38,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:33:59,12-Dec-2014 11:34:06,605,LocationDetector,person_next_to_shower,0.571429,1
12-Dec-2014 11:34:02,12-Dec-2014 11:34:02,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:34:11,12-Dec-2014 11:34:20,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:34:21,12-Dec-2014 11:35:15,605,LocationDetector,person_lying_on_floor,0.529412,1
12-Dec-2014 11:34:30,12-Dec-2014 11:34:40,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:34:32,12-Dec-2014 11:36:09,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:34:33,12-Dec-2014 11:35:09,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:34:36,12-Dec-2014 11:34:47,SmartPhone,AudioSoundDetector,water_running_in_sink,1.000000,1
12-Dec-2014 11:34:49,12-Dec-2014 11:34:55,703,WaterFlowDetection_Bathroom,basin_usage,1.000000,1
12-Dec-2014 11:34:54,12-Dec-2014 11:34:54,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:35:00,12-Dec-2014 11:35:00,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:35:09,12-Dec-2014 11:35:16,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:35:15,12-Dec-2014 11:35:15,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:35:23,12-Dec-2014 11:36:11,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:35:28,12-Dec-2014 11:35:41,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:35:35,12-Dec-2014 11:35:35,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:35:56,12-Dec-2014 11:36:08,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:36:12,12-Dec-2014 11:36:24,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:36:12,12-Dec-2014 11:36:52,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:36:12,12-Dec-2014 11:37:30,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:36:12,12-Dec-2014 11:37:30,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:36:53,12-Dec-2014 11:37:48,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:37:05,12-Dec-2014 11:37:16,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:37:12,12-Dec-2014 11:37:24,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:37:22,12-Dec-2014 11:37:31,703,WaterFlowDetection_Bathroom,basin_usage,1.000000,1
12-Dec-2014 11:37:28,12-Dec-2014 11:37:36,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:37:30,12-Dec-2014 11:37:31,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:37:32,12-Dec-2014 11:37:56,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:37:34,12-Dec-2014 11:37:45,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:37:34,12-Dec-2014 11:38:02,605,LocationDetector,person_lying_on_floor,0.470588,1
12-Dec-2014 11:37:48,12-Dec-2014 11:37:56,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:37:50,12-Dec-2014 11:37:56,605,LocationDetector,person_next_to_sink,0.400000,1
12-Dec-2014 11:37:56,12-Dec-2014 11:38:10,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:37:56,12-Dec-2014 11:38:02,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:04,12-Dec-2014 11:38:15,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:38:04,12-Dec-2014 11:38:05,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:05,12-Dec-2014 11:38:12,605,LocationDetector,person_next_to_sink,0.600000,1
12-Dec-2014 11:38:05,12-Dec-2014 11:38:18,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:18,12-Dec-2014 11:41:21,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:38:18,12-Dec-2014 11:41:21,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:38:18,12-Dec-2014 11:41:21,605,LocationDetector,person_next_to_sink,0.800000,1
12-Dec-2014 11:38:19,12-Dec-2014 11:38:31,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:38:20,12-Dec-2014 11:38:30,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:20,12-Dec-2014 11:38:21,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:23,12-Dec-2014 11:38:24,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:25,12-Dec-2014 11:38:31,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:32,12-Dec-2014 11:38:34,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:37,12-Dec-2014 11:38:38,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:40,12-Dec-2014 11:38:48,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:38:40,12-Dec-2014 11:38:44,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:45,12-Dec-2014 11:38:55,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:38:48,12-Dec-2014 11:38:59,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:00,12-Dec-2014 11:39:06,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:00,12-Dec-2014 11:39:06,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:08,12-Dec-2014 11:39:08,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:39:08,12-Dec-2014 11:39:08,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:39:09,12-Dec-2014 11:39:19,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:09,12-Dec-2014 11:39:19,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:09,12-Dec-2014 11:39:10,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:09,12-Dec-2014 11:39:10,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:11,12-Dec-2014 11:39:13,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:14,12-Dec-2014 11:39:17,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:17,12-Dec-2014 11:39:20,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:22,12-Dec-2014 11:39:24,703,WaterFlowDetection_Bathroom,basin_usage,1.000000,1
12-Dec-2014 11:39:22,12-Dec-2014 11:39:30,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:26,12-Dec-2014 11:39:38,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:39:30,12-Dec-2014 11:39:31,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:34,12-Dec-2014 11:39:36,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:42,12-Dec-2014 11:39:51,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:39:42,12-Dec-2014 11:39:43,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:43,12-Dec-2014 11:39:57,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:44,12-Dec-2014 11:39:45,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:50,12-Dec-2014 11:39:50,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:54,12-Dec-2014 11:39:54,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:39:59,12-Dec-2014 11:40:00,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:01,12-Dec-2014 11:40:03,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:05,12-Dec-2014 11:40:07,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:09,12-Dec-2014 11:40:13,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:24,12-Dec-2014 11:40:39,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:39,12-Dec-2014 11:40:53,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:39,12-Dec-2014 11:40:53,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:41,12-Dec-2014 11:40:41,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:42,12-Dec-2014 11:40:52,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:42,12-Dec-2014 11:40:52,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:40:54,12-Dec-2014 11:41:12,703,WaterFlowDetection_Bathroom,basin_usage,1.000000,1
12-Dec-2014 11:40:54,12-Dec-2014 11:41:12,703,WaterFlowDetection_Bathroom,basin_usage,1.000000,1
12-Dec-2014 11:41:03,12-Dec-2014 11:41:17,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:03,12-Dec-2014 11:41:17,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:08,12-Dec-2014 11:41:13,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:13,12-Dec-2014 11:41:22,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:41:18,12-Dec-2014 11:41:22,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:28,12-Dec-2014 11:41:41,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:31,12-Dec-2014 11:41:38,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:45,12-Dec-2014 11:41:49,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:41:46,12-Dec-2014 11:41:49,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:49,12-Dec-2014 11:42:13,605,LocationDetector,person_next_to_sink,1.000000,1
12-Dec-2014 11:41:50,12-Dec-2014 11:42:20,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:41:51,12-Dec-2014 11:42:05,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:42:01,12-Dec-2014 11:42:13,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:42:13,12-Dec-2014 11:42:18,605,LocationDetector,person_next_to_shower,0.571429,1
12-Dec-2014 11:42:15,12-Dec-2014 11:42:15,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1.000000,1
12-Dec-2014 11:42:20,12-Dec-2014 11:42:20,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1.000000,1
12-Dec-2014 11:42:20,12-Dec-2014 11:42:22,605,LocationDetector,person_in_bathroom,1.000000,1
12-Dec-2014 13:30:29,12-Dec-2014 13:30:50,603,LocationDetector,person_in_kitchen,1.000000,1
12-Dec-2014 13:30:46,12-Dec-2014 13:30:49,603,LocationDetector,person_next_to_sink,0.500000,1
12-Dec-2014 13:30:49,12-Dec-2014 13:30:57,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1.000000,1
12-Dec-2014 13:30:51,12-Dec-2014 13:30:57,00:13:A2:00:40:8A:D2:EF-LOAD,Power_Detector_Fridge,fridge_open,0.700000,1
12-Dec-2014 13:30:53,12-Dec-2014 13:31:07,603,LocationDetector,person_next_to_sink,0.750000,1
12-Dec-2014 13:30:53,12-Dec-2014 13:32:02,603,LocationDetector,person_in_kitchen,1.000000,1
12-Dec-2014 13:31:05,12-Dec-2014 13:31:05,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1.000000,1
12-Dec-2014 13:31:13,12-Dec-2014 13:31:50,603,LocationDetector,person_next_to_sink,1.000000,1
