Index,StartTime,StopTime,SensorID,DetectorId,TypeEstimation,Start-Date,Stop-Date,Start-Time,End-Time,DurationSeconds,WeekOfYear,DayOfWeek
1765,1/8/2015 9:19:43 PM,1/8/2015 9:19:56 PM,SmartPhone,AudioSoundDetector,basin_usage,1/8/2015,1/8/2015,9:19:43 PM,9:19:56 PM,13,2,4
1068,12/17/2014 2:31:48 PM,12/17/2014 2:31:48 PM,00:13:A2:00:40:8A:8B:F8-CONTACT1_TRIGGERED,DoorOpenDetector,garbage_open,12/17/2014,12/17/2014,2:31:48 PM,2:31:48 PM,0,51,3
4103,1/13/2015 10:58:45 AM,1/13/2015 10:58:45 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,10:58:45 AM,10:58:45 AM,0,3,2
5795,1/13/2015 3:58:48 PM,1/13/2015 3:58:48 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/13/2015,1/13/2015,3:58:48 PM,3:58:48 PM,0,3,2
5846,1/13/2015 5:00:43 PM,1/13/2015 5:00:43 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,5:00:43 PM,5:00:43 PM,0,3,2
3134,1/9/2015 1:36:07 PM,1/9/2015 1:36:15 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,1:36:07 PM,1:36:15 PM,8,2,5
5216,1/13/2015 3:32:45 PM,1/13/2015 3:32:57 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:32:45 PM,3:32:57 PM,12,3,2
791,12/16/2014 12:29:15 PM,12/16/2014 12:29:15 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/16/2014,12/16/2014,12:29:15 PM,12:29:15 PM,0,51,2
4818,1/13/2015 3:12:56 PM,1/13/2015 3:12:56 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:12:56 PM,3:12:56 PM,0,3,2
5268,1/13/2015 3:36:37 PM,1/13/2015 3:36:49 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:36:37 PM,3:36:49 PM,12,3,2
4216,1/13/2015 12:15:50 PM,1/13/2015 12:16:02 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,12:15:50 PM,12:16:02 PM,12,3,2
181,12/12/2014 11:40:09 AM,12/12/2014 11:40:13 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:40:09 AM,11:40:13 AM,4,50,5
1671,1/6/2015 2:41:09 PM,1/6/2015 2:41:16 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/6/2015,1/6/2015,2:41:09 PM,2:41:16 PM,7,2,2
5055,1/13/2015 3:25:56 PM,1/13/2015 3:26:47 PM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,3:25:56 PM,3:26:47 PM,51,3,2
3273,1/9/2015 2:15:10 PM,1/9/2015 2:15:14 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,2:15:10 PM,2:15:14 PM,4,2,5
5132,1/13/2015 3:29:20 PM,1/13/2015 3:29:29 PM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,3:29:20 PM,3:29:29 PM,9,3,2
4000,1/13/2015 10:52:46 AM,1/13/2015 10:53:00 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,10:52:46 AM,10:53:00 AM,14,3,2
616,12/12/2014 2:58:40 PM,12/12/2014 2:58:47 PM,703,WaterFlowDetection_Bathroom,basin_usage,12/12/2014,12/12/2014,2:58:40 PM,2:58:47 PM,7,50,5
6124,1/13/2015 5:44:41 PM,1/13/2015 5:44:15 PM,704,WaterFlowDetection_Bathroom,toilet_usage,1/13/2015,1/13/2015,5:44:41 PM,5:44:15 PM,26,3,2
2225,1/9/2015 11:11:52 AM,1/9/2015 11:11:56 AM,SmartPhone,AudioSoundDetector,toilet_usage,1/9/2015,1/9/2015,11:11:52 AM,11:11:56 AM,4,2,5
3934,1/13/2015 10:49:56 AM,1/13/2015 10:49:56 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,10:49:56 AM,10:49:56 AM,0,3,2
1581,1/6/2015 2:30:07 PM,1/6/2015 2:30:20 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,2:30:07 PM,2:30:20 PM,13,2,2
3288,1/9/2015 2:22:51 PM,1/9/2015 2:23:05 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/9/2015,1/9/2015,2:22:51 PM,2:23:05 PM,14,2,5
1676,1/6/2015 2:41:44 PM,1/6/2015 2:41:52 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,2:41:44 PM,2:41:52 PM,8,2,2
3143,1/9/2015 1:37:39 PM,1/9/2015 1:55:11 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,1:37:39 PM,1:55:11 PM,32,2,5
3443,1/12/2015 9:46:48 PM,1/12/2015 9:46:48 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/12/2015,1/12/2015,9:46:48 PM,9:46:48 PM,0,3,1
3204,1/9/2015 1:54:51 PM,1/9/2015 1:55:01 PM,603,LocationDetector,person_next_to_working_place,1/9/2015,1/9/2015,1:54:51 PM,1:55:01 PM,10,2,5
1734,1/6/2015 2:48:35 PM,1/6/2015 2:48:39 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,2:48:35 PM,2:48:39 PM,4,2,2
1090,12/17/2014 2:38:45 PM,12/17/2014 2:38:45 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/17/2014,12/17/2014,2:38:45 PM,2:38:45 PM,0,51,3
170,12/12/2014 11:39:30 AM,12/12/2014 11:39:31 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:39:30 AM,11:39:31 AM,1,50,5
3822,1/13/2015 10:40:33 AM,1/13/2015 10:40:33 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,10:40:33 AM,10:40:33 AM,0,3,2
5676,1/13/2015 3:54:01 PM,1/13/2015 3:54:13 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:54:01 PM,3:54:13 PM,12,3,2
1947,1/9/2015 10:15:27 AM,1/9/2015 10:15:27 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,10:15:27 AM,10:15:27 AM,0,2,5
673,12/16/2014 11:28:03 AM,12/16/2014 11:28:03 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/16/2014,12/16/2014,11:28:03 AM,11:28:03 AM,0,51,2
888,12/16/2014 12:47:04 PM,12/16/2014 12:47:51 PM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,12:47:04 PM,12:47:51 PM,47,51,2
6211,1/13/2015 5:56:01 PM,1/13/2015 5:54:13 PM,SmartPhone,AudioSoundDetector,tooth_brushing,1/13/2015,1/13/2015,5:56:01 PM,5:54:13 PM,48,3,2
151,12/12/2014 11:38:37 AM,12/12/2014 11:38:38 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:38:37 AM,11:38:38 AM,1,50,5
3910,1/13/2015 10:48:26 AM,1/13/2015 10:48:28 AM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,10:48:26 AM,10:48:28 AM,2,3,2
1748,1/8/2015 8:03:55 AM,1/8/2015 8:03:56 AM,SmartPhone,AudioSoundDetector,toilet_usage,1/8/2015,1/8/2015,8:03:55 AM,8:03:56 AM,1,2,4
1490,1/6/2015 12:36:41 PM,1/6/2015 12:36:41 PM,00:13:A2:00:40:8A:D2:EF-LOAD,Power_Detector_Fridge,fridge_open,1/6/2015,1/6/2015,12:36:41 PM,12:36:41 PM,0,2,2
1629,1/6/2015 2:35:15 PM,1/6/2015 2:35:59 PM,603,LocationDetector,person_in_kitchen,1/6/2015,1/6/2015,2:35:15 PM,2:35:59 PM,44,2,2
989,12/17/2014 2:20:18 PM,12/17/2014 2:20:24 PM,603,LocationDetector,person_next_to_working_place,12/17/2014,12/17/2014,2:20:18 PM,2:20:24 PM,6,51,3
236,12/12/2014 1:34:57 PM,12/12/2014 1:34:57 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,1:34:57 PM,1:34:57 PM,0,50,5
2758,1/9/2015 12:29:13 PM,1/9/2015 12:29:26 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:29:13 PM,12:29:26 PM,13,2,5
1746,1/8/2015 8:00:06 AM,1/8/2015 8:00:20 AM,602,LocationDetector,person_in_bathroom,1/8/2015,1/8/2015,8:00:06 AM,8:00:20 AM,14,2,4
3584,1/13/2015 10:20:28 AM,1/13/2015 10:20:29 AM,SmartPhone,AudioSoundDetector,coughing,1/13/2015,1/13/2015,10:20:28 AM,10:20:29 AM,1,3,2
1388,1/6/2015 12:25:44 PM,1/6/2015 12:25:51 PM,603,LocationDetector,person_in_kitchen,1/6/2015,1/6/2015,12:25:44 PM,12:25:51 PM,7,2,2
222,12/12/2014 1:32:24 PM,12/12/2014 1:32:24 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/12/2014,12/12/2014,1:32:24 PM,1:32:24 PM,0,50,5
5320,1/13/2015 3:38:49 PM,1/13/2015 3:38:57 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:38:49 PM,3:38:57 PM,8,3,2
1249,1/6/2015 10:56:25 AM,1/6/2015 10:56:31 AM,603,LocationDetector,stove_on,1/6/2015,1/6/2015,10:56:25 AM,10:56:31 AM,6,2,2
1735,1/6/2015 2:48:36 PM,1/6/2015 2:48:44 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,2:48:36 PM,2:48:44 PM,8,2,2
2011,1/9/2015 10:44:12 AM,1/9/2015 10:44:24 AM,602,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,10:44:12 AM,10:44:24 AM,12,2,5
882,12/16/2014 12:46:40 PM,12/16/2014 12:46:43 PM,SmartPhone,AudioSoundDetector,water_running_in_sink,12/16/2014,12/16/2014,12:46:40 PM,12:46:43 PM,3,51,2
1334,1/6/2015 12:19:50 PM,1/6/2015 12:19:50 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,12:19:50 PM,12:19:50 PM,0,2,2
5786,1/13/2015 3:58:16 PM,1/13/2015 3:58:16 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:58:16 PM,3:58:16 PM,0,3,2
1287,1/6/2015 12:13:48 PM,1/6/2015 12:14:01 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,12:13:48 PM,12:14:01 PM,13,2,2
5105,1/13/2015 3:28:06 PM,1/13/2015 3:28:18 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:28:06 PM,3:28:18 PM,12,3,2
635,12/12/2014 3:17:41 PM,12/12/2014 3:17:56 PM,605,LocationDetector,person_next_to_sink,12/12/2014,12/12/2014,3:17:41 PM,3:17:56 PM,15,50,5
4995,1/13/2015 3:22:20 PM,1/13/2015 3:22:32 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:22:20 PM,3:22:32 PM,12,3,2
