DetectorId,TypeEstimation,DurationTotalMinutes,TypeEstimation1,TypeEstimation2,Date,Hour,DayTime
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,oven_open,0.1,oven,open,2015-01-09,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,10,Morning
AudioSoundDetector,hair_dryer_usage,0.1,hair,dryer_usage,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,10,Morning
AudioSoundDetector,bathtub_filling,0.6,bathtub,filling,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-09,9,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,10,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,19.7,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
AudioSoundDetector,water_running_in_sink,0.1,water,running_in_sink,2014-12-16,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,10,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-06,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-12,7,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-08,8,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_next_to_working_place,0.5,person,next_to_working_place,2015-01-13,10,Morning
AudioSoundDetector,shower_usage,0.9,shower,usage,2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2014-12-12,11,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,9,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_next_to_shower,0.3,person,next_to_shower,2015-01-12,8,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-12,7,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-09,11,Morning
WaterFlowDetection_Kitchen,sink_usage,0.3,sink,usage,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-09,10,Morning
LocationDetector,person_in_kitchen,1.5,person,in_kitchen,2015-01-09,9,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,10,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.4,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,11,Morning
LocationDetector,person_next_to_shower,1.1,person,next_to_shower,2015-01-08,8,Morning
LocationDetector,person_next_to_shower,0.5,person,next_to_shower,2015-01-12,8,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
WaterFlowDetection_Bathroom,basin_usage,0.1,basin,usage,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2014-12-12,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
AudioSoundDetector,speaking,0.8,speaking,,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-12,7,Morning
LocationDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
LocationDetector,stove_on,0.2,stove,on,2015-01-06,10,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-09,10,Morning
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_in_kitchen,0.6,person,in_kitchen,2015-01-09,9,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,10,Morning
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-09,11,Morning
WaterFlowDetection_Bathroom,basin_usage,0.5,basin,usage,2015-01-09,11,Morning
AudioSoundDetector,speaking,0.1,speaking,,2015-01-09,11,Morning
AudioSoundDetector,water_running_in_sink,0.1,water,running_in_sink,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,6.8,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,0.8,person,in_bathroom,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-12,7,Morning
AudioSoundDetector,tooth_brushing,0.2,tooth,brushing,2015-01-13,10,Morning
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
LocationDetector,person_next_to_toilet,1.4,person,next_to_toilet,2015-01-09,11,Morning
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2015-01-09,11,Morning
LocationDetector,person_next_to_working_place,0.8,person,next_to_working_place,2015-01-09,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,10,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-13,10,Morning
LocationDetector,person_next_to_sink,0.1,person,next_to_sink,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2014-12-08,8,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-09,11,Morning
LocationDetector,person_next_to_sink,1.9,person,next_to_sink,2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.5,person,in_kitchen,2015-01-09,9,Morning
AudioSoundDetector,speaking,0.1,speaking,,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,10,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-12,7,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,10,Morning
AudioSoundDetector,basin_usage,0.4,basin,usage,2015-01-12,7,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2014-12-12,11,Morning
AudioSoundDetector,speaking,0.1,speaking,,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-12,7,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-12,8,Morning
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-13,10,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,10,Morning
AudioSoundDetector,bathtub_filling,0.7,bathtub,filling,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_next_to_sink,0.6,person,next_to_sink,2014-12-12,11,Morning
LocationDetector,person_next_to_sink,0.1,person,next_to_sink,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
AudioSoundDetector,basin_usage,0.2,basin,usage,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,speaking,0.2,speaking,,2015-01-09,11,Morning
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,10,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-12,7,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,0.7,person,in_bathroom,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,10,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,10,Morning
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-09,11,Morning
AudioSoundDetector,speaking,0.1,speaking,,2015-01-09,11,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,11,Morning
LocationDetector,person_next_to_sink,0.7,person,next_to_sink,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-09,11,Morning
LocationDetector,person_next_to_sink,0.1,person,next_to_sink,2015-01-09,10,Morning
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-09,10,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-12,7,Morning
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-09,11,Morning
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,1.9,person,in_kitchen,2014-12-16,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2014-12-12,11,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,speaking,0.1,speaking,,2015-01-13,10,Morning
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-09,9,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,11,Morning
LocationDetector,person_next_to_working_place,3.1,person,next_to_working_place,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,10,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,11,Morning
WaterFlowDetection_Kitchen,sink_usage,0.2,sink,usage,2015-01-09,9,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
LocationDetector,person_next_to_sink,1.0,person,next_to_sink,2015-01-12,8,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,person_next_to_sink,1.4,person,next_to_sink,2015-01-13,10,Morning
AudioSoundDetector,water_running_in_sink,0.2,water,running_in_sink,2015-01-06,10,Morning
LocationDetector,person_next_to_working_place,0.4,person,next_to_working_place,2014-12-16,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,9,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,10,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,10,Morning
AudioSoundDetector,eating_(cutlery),0.0,eating,(cutlery),2015-01-13,10,Morning
LocationDetector,person_in_kitchen,0.3,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-16,11,Morning
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
AudioSoundDetector,basin_usage,0.2,basin,usage,2015-01-13,10,Morning
WaterFlowDetection_Bathroom,basin_usage,0.1,basin,usage,2015-01-09,10,Morning
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,10,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,10,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,10,Morning
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-09,11,Morning
AudioSoundDetector,shower_usage,1.6,shower,usage,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,10,Morning
AudioSoundDetector,speaking,0.8,speaking,,2015-01-09,10,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-13,11,Morning
LocationDetector,person_in_bathroom,0.4,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_in_bathroom,0.3,person,in_bathroom,2014-12-12,11,Morning
LocationDetector,person_next_to_toilet,0.4,person,next_to_toilet,2015-01-09,11,Morning
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-12,8,Morning
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,9,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,10,Morning
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2014-12-12,11,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,9,Morning
LocationDetector,person_in_kitchen,0.4,person,in_kitchen,2015-01-09,11,Morning
AudioSoundDetector,basin_usage,0.6,basin,usage,2015-01-09,11,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-13,10,Morning
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.6,person,in_kitchen,2014-12-16,11,Morning
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-13,10,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-09,10,Morning
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,9,Morning
LocationDetector,person_in_kitchen,1.1,person,in_kitchen,2015-01-09,9,Morning
AudioSoundDetector,hair_dryer_usage,0.2,hair,dryer_usage,2015-01-09,10,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-09,10,Morning
AudioSoundDetector,basin_usage,0.3,basin,usage,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,10,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,11,Morning
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,9,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,10,Morning
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,10,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-12,7,Morning
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,9,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,10,Morning
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_kitchen,4.2,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-12,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_next_to_working_place,0.0,person,next_to_working_place,2014-12-16,11,Morning
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-09,11,Morning
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,11,Morning
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-12,11,Morning
WaterFlowDetection_Bathroom,basin_usage,0.2,basin,usage,2014-12-12,11,Morning
